center,left,right,steering,speed,throttle,brake
F:\Study Material\IMG\center_2018_05_22_00_59_42_722.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_42_722.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_42_722.jpg,0.0,0.5849135999999999,0.0,20.27188
F:\Study Material\IMG\center_2018_05_22_00_59_42_841.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_42_841.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_42_841.jpg,0.0,0.22244899999999998,0.0,20.56189
F:\Study Material\IMG\center_2018_05_22_00_59_43_002.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_43_002.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_43_002.jpg,0.4806326,0.0,0.0,20.00694
F:\Study Material\IMG\center_2018_05_22_00_59_43_110.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_43_110.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_43_110.jpg,0.1543985,0.0,0.0,19.80459
F:\Study Material\IMG\center_2018_05_22_00_59_43_246.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_43_246.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_43_246.jpg,0.0,0.0,0.0,19.14374
F:\Study Material\IMG\center_2018_05_22_00_59_43_358.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_43_358.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_43_358.jpg,0.0,0.0,0.0,19.357979999999998
F:\Study Material\IMG\center_2018_05_22_00_59_43_466.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_43_466.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_43_466.jpg,0.0,0.0,0.0,19.1579
F:\Study Material\IMG\center_2018_05_22_00_59_43_628.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_43_628.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_43_628.jpg,0.0,0.48083339999999997,0.0,19.662020000000002
F:\Study Material\IMG\center_2018_05_22_00_59_43_736.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_43_736.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_43_736.jpg,0.0,0.809729,0.0,20.1566
F:\Study Material\IMG\center_2018_05_22_00_59_43_888.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_43_888.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_43_888.jpg,0.0,1.0,0.0,21.8255
F:\Study Material\IMG\center_2018_05_22_00_59_43_991.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_43_991.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_43_991.jpg,0.0,1.0,0.0,22.876079999999998
F:\Study Material\IMG\center_2018_05_22_00_59_44_112.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_44_112.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_44_112.jpg,0.0,1.0,0.0,24.09386
F:\Study Material\IMG\center_2018_05_22_00_59_44_216.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_44_216.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_44_216.jpg,0.0,1.0,0.0,25.09456
F:\Study Material\IMG\center_2018_05_22_00_59_44_365.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_44_365.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_44_365.jpg,0.0,0.5596849,0.0,25.93161
F:\Study Material\IMG\center_2018_05_22_00_59_44_470.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_44_470.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_44_470.jpg,0.0,0.2385768,0.0,26.17362
F:\Study Material\IMG\center_2018_05_22_00_59_44_660.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_44_660.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_44_660.jpg,0.5642826999999999,0.0,0.0,25.37947
F:\Study Material\IMG\center_2018_05_22_00_59_44_764.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_44_764.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_44_764.jpg,0.2463568,0.0,0.0,25.17067
F:\Study Material\IMG\center_2018_05_22_00_59_44_898.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_44_898.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_44_898.jpg,0.0,0.0,0.0,24.93587
F:\Study Material\IMG\center_2018_05_22_00_59_45_004.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_45_004.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_45_004.jpg,0.0,0.0,0.0,16.191879999999998
F:\Study Material\IMG\center_2018_05_22_00_59_45_188.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_45_188.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_45_188.jpg,0.0,0.0,0.0,12.81132
F:\Study Material\IMG\center_2018_05_22_00_59_45_310.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_45_310.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_45_310.jpg,-0.36124229999999996,0.0,0.0,12.79035
F:\Study Material\IMG\center_2018_05_22_00_59_45_413.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_45_413.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_45_413.jpg,-0.5433635,0.0,0.0,12.1557
F:\Study Material\IMG\center_2018_05_22_00_59_45_543.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_45_543.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_45_543.jpg,-0.16203599999999999,0.0,0.0,12.244539999999999
F:\Study Material\IMG\center_2018_05_22_00_59_45_648.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_45_648.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_45_648.jpg,0.0,0.0,0.0,12.166139999999999
F:\Study Material\IMG\center_2018_05_22_00_59_45_793.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_45_793.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_45_793.jpg,0.0,0.0,0.0,12.50111
F:\Study Material\IMG\center_2018_05_22_00_59_45_906.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_45_906.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_45_906.jpg,0.0,0.3615689,0.0,12.6986
F:\Study Material\IMG\center_2018_05_22_00_59_46_042.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_46_042.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_46_042.jpg,0.0,0.7570415,0.0,13.59275
F:\Study Material\IMG\center_2018_05_22_00_59_46_145.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_46_145.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_46_145.jpg,0.0,1.0,0.0,14.77775
F:\Study Material\IMG\center_2018_05_22_00_59_46_291.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_46_291.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_46_291.jpg,0.0,0.5739291,0.0,15.83404
F:\Study Material\IMG\center_2018_05_22_00_59_46_386.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_46_386.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_46_386.jpg,0.0,0.27144159999999995,0.0,15.86873
F:\Study Material\IMG\center_2018_05_22_00_59_46_510.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_46_510.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_46_510.jpg,0.3601164,0.0,0.0,15.652610000000001
F:\Study Material\IMG\center_2018_05_22_00_59_46_613.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_46_613.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_46_613.jpg,0.04115562,0.0,0.0,15.770589999999999
F:\Study Material\IMG\center_2018_05_22_00_59_46_766.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_46_766.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_46_766.jpg,0.0,0.0,0.0,15.35155
F:\Study Material\IMG\center_2018_05_22_00_59_46_875.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_46_875.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_46_875.jpg,0.0,0.0,0.0,15.18612
F:\Study Material\IMG\center_2018_05_22_00_59_47_049.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_47_049.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_47_049.jpg,0.0,0.0,0.0,15.19471
F:\Study Material\IMG\center_2018_05_22_00_59_47_150.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_47_150.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_47_150.jpg,0.0,0.3100421,0.0,15.05158
F:\Study Material\IMG\center_2018_05_22_00_59_47_335.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_47_335.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_47_335.jpg,0.0,0.8573588,0.0,16.925829999999998
F:\Study Material\IMG\center_2018_05_22_00_59_47_432.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_47_432.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_47_432.jpg,0.0,1.0,0.0,17.78192
F:\Study Material\IMG\center_2018_05_22_00_59_47_539.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_47_539.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_47_539.jpg,0.0,1.0,0.0,19.03819
F:\Study Material\IMG\center_2018_05_22_00_59_47_659.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_47_659.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_47_659.jpg,0.0,1.0,0.0,20.29255
F:\Study Material\IMG\center_2018_05_22_00_59_47_761.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_47_761.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_47_761.jpg,0.0,0.8814972,0.0,21.27169
F:\Study Material\IMG\center_2018_05_22_00_59_47_895.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_47_895.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_47_895.jpg,0.0,0.4820486,0.0,22.01491
F:\Study Material\IMG\center_2018_05_22_00_59_48_002.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_48_002.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_48_002.jpg,0.0,0.1589485,0.0,22.15455
F:\Study Material\IMG\center_2018_05_22_00_59_48_185.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_48_185.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_48_185.jpg,0.0,0.0,0.0,21.8748
F:\Study Material\IMG\center_2018_05_22_00_59_48_298.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_48_298.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_48_298.jpg,0.0,0.0,0.0,21.779629999999997
F:\Study Material\IMG\center_2018_05_22_00_59_48_451.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_48_451.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_48_451.jpg,0.0,0.0,0.0,21.59667
F:\Study Material\IMG\center_2018_05_22_00_59_48_554.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_48_554.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_48_554.jpg,0.0,0.0,0.0,21.3336
F:\Study Material\IMG\center_2018_05_22_00_59_48_682.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_48_682.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_48_682.jpg,0.0,0.0,0.0,21.158170000000002
F:\Study Material\IMG\center_2018_05_22_00_59_48_792.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_48_792.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_48_792.jpg,0.0,0.06159688,0.0,20.961779999999997
F:\Study Material\IMG\center_2018_05_22_00_59_48_939.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_48_939.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_48_939.jpg,0.0,0.5009747999999999,0.0,21.826810000000002
F:\Study Material\IMG\center_2018_05_22_00_59_49_042.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_49_042.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_49_042.jpg,0.0,0.8123021,0.0,22.40227
F:\Study Material\IMG\center_2018_05_22_00_59_49_257.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_49_257.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_49_257.jpg,0.0,1.0,0.0,24.78381
F:\Study Material\IMG\center_2018_05_22_00_59_49_369.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_49_369.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_49_369.jpg,0.0,0.8802306999999999,0.0,26.005879999999998
F:\Study Material\IMG\center_2018_05_22_00_59_49_541.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_49_541.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_49_541.jpg,0.0,0.3659314,0.0,26.49832
F:\Study Material\IMG\center_2018_05_22_00_59_49_718.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_49_718.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_49_718.jpg,-0.5303963,0.0,0.0,25.77569
F:\Study Material\IMG\center_2018_05_22_00_59_49_823.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_49_823.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_49_823.jpg,-0.2147757,0.0,0.0,25.57026
F:\Study Material\IMG\center_2018_05_22_00_59_49_930.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_49_930.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_49_930.jpg,0.0,0.0,0.0,25.30184
F:\Study Material\IMG\center_2018_05_22_00_59_50_099.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_50_099.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_50_099.jpg,0.0,0.0,0.0,24.949479999999998
F:\Study Material\IMG\center_2018_05_22_00_59_50_202.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_50_202.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_50_202.jpg,0.0,0.0,0.0,24.68747
F:\Study Material\IMG\center_2018_05_22_00_59_50_337.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_50_337.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_50_337.jpg,0.3972678,0.0,0.0,24.259120000000003
F:\Study Material\IMG\center_2018_05_22_00_59_50_435.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_50_435.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_50_435.jpg,0.09657688,0.0,0.0,24.07048
F:\Study Material\IMG\center_2018_05_22_00_59_50_564.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_50_564.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_50_564.jpg,0.0,0.0,0.0,23.809260000000002
F:\Study Material\IMG\center_2018_05_22_00_59_50_666.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_50_666.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_50_666.jpg,0.0,0.0,0.0,23.64029
F:\Study Material\IMG\center_2018_05_22_00_59_50_801.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_50_801.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_50_801.jpg,0.0,0.0,0.0,23.44259
F:\Study Material\IMG\center_2018_05_22_00_59_50_909.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_50_909.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_50_909.jpg,0.0,0.0,0.0,23.25092
F:\Study Material\IMG\center_2018_05_22_00_59_51_034.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_51_034.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_51_034.jpg,0.0,0.0,0.0,23.07583
F:\Study Material\IMG\center_2018_05_22_00_59_51_137.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_51_137.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_51_137.jpg,0.0,0.0,0.0,22.93079
F:\Study Material\IMG\center_2018_05_22_00_59_51_271.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_51_271.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_51_271.jpg,0.0,0.0,0.0,22.72728
F:\Study Material\IMG\center_2018_05_22_00_59_51_386.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_51_386.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_51_386.jpg,-0.34663390000000005,0.0,0.0,22.422320000000003
F:\Study Material\IMG\center_2018_05_22_00_59_51_559.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_51_559.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_51_559.jpg,0.0,0.0,0.0,22.1531
F:\Study Material\IMG\center_2018_05_22_00_59_51_662.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_51_662.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_51_662.jpg,0.0,0.0,0.0,21.98518
F:\Study Material\IMG\center_2018_05_22_00_59_51_797.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_51_797.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_51_797.jpg,0.0,0.0,0.0,21.72895
F:\Study Material\IMG\center_2018_05_22_00_59_51_912.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_51_912.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_51_912.jpg,-0.34555490000000005,0.0,0.0,21.45616
F:\Study Material\IMG\center_2018_05_22_00_59_52_042.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_52_042.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_52_042.jpg,-0.7322010999999999,0.0,0.0,20.83325
F:\Study Material\IMG\center_2018_05_22_00_59_52_157.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_52_157.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_52_157.jpg,-1.0,0.0,0.0,20.15883
F:\Study Material\IMG\center_2018_05_22_00_59_52_356.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_52_356.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_52_356.jpg,-1.0,0.0,0.0,19.5177
F:\Study Material\IMG\center_2018_05_22_00_59_52_463.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_52_463.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_52_463.jpg,-0.93796,0.0,0.0,19.29826
F:\Study Material\IMG\center_2018_05_22_00_59_52_610.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_52_610.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_52_610.jpg,-0.5006933,0.0,0.0,19.62525
F:\Study Material\IMG\center_2018_05_22_00_59_52_714.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_52_714.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_52_714.jpg,-0.18490399999999999,0.0,0.0,19.16033
F:\Study Material\IMG\center_2018_05_22_00_59_52_875.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_52_875.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_52_875.jpg,0.0,0.0,0.0,18.92568
F:\Study Material\IMG\center_2018_05_22_00_59_52_979.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_52_979.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_52_979.jpg,0.0,0.0,0.0,19.24664
F:\Study Material\IMG\center_2018_05_22_00_59_53_142.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_53_142.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_53_142.jpg,0.0,0.0,0.0,19.10104
F:\Study Material\IMG\center_2018_05_22_00_59_53_250.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_53_250.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_53_250.jpg,0.33038290000000003,0.0,0.0,18.92172
F:\Study Material\IMG\center_2018_05_22_00_59_53_391.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_53_391.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_53_391.jpg,0.0,0.0,0.0,18.31665
F:\Study Material\IMG\center_2018_05_22_00_59_53_498.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_53_498.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_53_498.jpg,0.0,0.0,0.0,18.719839999999998
F:\Study Material\IMG\center_2018_05_22_00_59_53_633.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_53_633.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_53_633.jpg,0.0,0.0,0.0,18.10451
F:\Study Material\IMG\center_2018_05_22_00_59_53_744.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_53_744.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_53_744.jpg,0.0,0.0,0.0,17.99983
F:\Study Material\IMG\center_2018_05_22_00_59_53_872.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_53_872.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_53_872.jpg,0.0,0.0,0.0,17.90063
F:\Study Material\IMG\center_2018_05_22_00_59_53_978.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_53_978.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_53_978.jpg,0.32584450000000004,0.0,0.0,18.25425
F:\Study Material\IMG\center_2018_05_22_00_59_54_147.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_54_147.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_54_147.jpg,0.0,0.0,0.0,17.60764
F:\Study Material\IMG\center_2018_05_22_00_59_54_257.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_54_257.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_54_257.jpg,0.0,0.0,0.0,18.04693
F:\Study Material\IMG\center_2018_05_22_00_59_54_447.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_54_447.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_54_447.jpg,0.0,0.0,0.0,17.89754
F:\Study Material\IMG\center_2018_05_22_00_59_54_554.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_54_554.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_54_554.jpg,0.0,0.0,0.0,17.298939999999998
F:\Study Material\IMG\center_2018_05_22_00_59_54_701.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_54_701.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_54_701.jpg,0.0,0.0,0.0,17.721610000000002
F:\Study Material\IMG\center_2018_05_22_00_59_54_821.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_54_821.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_54_821.jpg,0.0,0.0,0.0,17.63663
F:\Study Material\IMG\center_2018_05_22_00_59_54_958.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_54_958.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_54_958.jpg,0.0,0.0,0.0,17.00488
F:\Study Material\IMG\center_2018_05_22_00_59_55_067.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_55_067.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_55_067.jpg,0.0,0.0,0.0,16.91999
F:\Study Material\IMG\center_2018_05_22_00_59_55_201.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_55_201.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_55_201.jpg,0.0,0.0,0.0,16.83399
F:\Study Material\IMG\center_2018_05_22_00_59_55_320.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_55_320.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_55_320.jpg,0.0,0.0,0.0,16.74802
F:\Study Material\IMG\center_2018_05_22_00_59_55_465.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_55_465.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_55_465.jpg,0.0,0.0,0.0,16.63745
F:\Study Material\IMG\center_2018_05_22_00_59_55_575.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_55_575.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_55_575.jpg,0.0,0.0,0.0,17.11103
F:\Study Material\IMG\center_2018_05_22_00_59_55_721.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_55_721.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_55_721.jpg,0.0,0.0,0.0,16.47446
F:\Study Material\IMG\center_2018_05_22_00_59_55_851.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_55_851.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_55_851.jpg,0.0,0.0,0.0,16.92606
F:\Study Material\IMG\center_2018_05_22_00_59_55_987.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_55_987.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_55_987.jpg,0.0,0.0,0.0,16.289820000000002
F:\Study Material\IMG\center_2018_05_22_00_59_56_097.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_56_097.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_56_097.jpg,0.0,0.0,0.0,16.76763
F:\Study Material\IMG\center_2018_05_22_00_59_56_282.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_56_282.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_56_282.jpg,0.0,0.0,0.0,16.10248
F:\Study Material\IMG\center_2018_05_22_00_59_56_384.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_56_384.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_56_384.jpg,0.0,0.0,0.0,16.02891
F:\Study Material\IMG\center_2018_05_22_00_59_56_524.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_56_524.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_56_524.jpg,0.0,0.0,0.0,15.95675
F:\Study Material\IMG\center_2018_05_22_00_59_56_640.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_56_640.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_56_640.jpg,0.0,0.0,0.0,15.892489999999999
F:\Study Material\IMG\center_2018_05_22_00_59_56_814.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_56_814.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_56_814.jpg,0.0,0.0,0.0,16.30346
